Species,Sample,Image,Event,Tank,Treatment,size..mm.,Date,Month
Hydrobia,SF114,9,1,D3,NA,2.955060241,2022-04-25,April
Hydrobia,SF114,9,1,D3,NA,2.666506024,2022-04-25,April
Hydrobia,SF114,9,1,D3,NA,3.232168675,2022-04-25,April
Hydrobia,SF114,9,1,D3,NA,3.764096386,2022-04-25,April
Hydrobia,SF114,9,1,D3,NA,2.79686747,2022-04-25,April
Hydrobia,SF114,9,1,D3,NA,3.580361446,2022-04-25,April
Hydrobia,SF114,9,1,D3,NA,3.257831325,2022-04-25,April
Hydrobia,SF114,9,1,D3,NA,4.334096386,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,6.303493976,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.440843373,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.106506024,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.731686747,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.008192771,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.61060241,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.265301205,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.007710843,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,5.180120482,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.111686747,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.336506024,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,2.906024096,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.20313253,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,2.629759036,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,1.881084337,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.890481928,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.584698795,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.637228916,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.768313253,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.87686747,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.112771084,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.971084337,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.967590361,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.154578313,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,2.926024096,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.228313253,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.147228916,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,2.933855422,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,2.684216867,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.344096386,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.491686747,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,2.915903614,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,2.625903614,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.023855422,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.801686747,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.848674699,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,2.965301205,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.118915663,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.101084337,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.025421687,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,2.87939759,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.322168675,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.210963855,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.279036145,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.064337349,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,2.876024096,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.808433735,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,2.99253012,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.498554217,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.414457831,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.976385542,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.530240964,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.710722892,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,3.14060241,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.123253012,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,4.261566265,2022-04-25,April
Hydrobia,SF114,10,1,D3,NA,2.707228916,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.844337349,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,4.452289157,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.754578313,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.889518072,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.732771084,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,4.028554217,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,4.59686747,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,4.291445783,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.704939759,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.577951807,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.366385542,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.84686747,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.029638554,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.551807229,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.279277108,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.168192771,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.783253012,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.219759036,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.475301205,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.906746988,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,4.43,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.581566265,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.977831325,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.902289157,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.873493976,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,4.22,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.021084337,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.31373494,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.842891566,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.742168675,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.034216867,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.131807229,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.491566265,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.201445783,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.612650602,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.437349398,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.550120482,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,4.656626506,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.548674699,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.786144578,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.944216867,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.677349398,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.385903614,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,4.114698795,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,4.292650602,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.691686747,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.90686747,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.672409639,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.041084337,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.86686747,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.075903614,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.988072289,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.379638554,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.615180723,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.853012048,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,4.186024096,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,4.567108434,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.54060241,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.764578313,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,3.25746988,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,1.805060241,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,4.180361446,2022-04-25,April
Hydrobia,SF114,11,1,D3,NA,2.893855422,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.443855422,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,2.43746988,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,1.974939759,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.170240964,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,6.349156627,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.541204819,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.075542169,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.522289157,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.013253012,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.301927711,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,5.068554217,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,2.547951807,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,5.706024096,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.313012048,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.357951807,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,5.180843373,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.393855422,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.378674699,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.481204819,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.130120482,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.232048193,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.763373494,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.08313253,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.596024096,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,2.860240964,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.795903614,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,5.099759036,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.731807229,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.464096386,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.337710843,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.284578313,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.456024096,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.29253012,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,2.632409639,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.236506024,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.673975904,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.490963855,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.748192771,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.24,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.165903614,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,5.048192771,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.833614458,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.027349398,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.250843373,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,5.023012048,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.467951807,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.897590361,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.257951807,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,4.20686747,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.556987952,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.74253012,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.965301205,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.531927711,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.259759036,2022-04-25,April
Hydrobia,SF114,12,1,D3,NA,3.48626506,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,2.876385542,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.834096386,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.296987952,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,5.161927711,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.961566265,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.277951807,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.607951807,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.481927711,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.064819277,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.022168675,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.14373494,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.226506024,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.643373494,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.14626506,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.192289157,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,2.91626506,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.025783133,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.74373494,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.629879518,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.514578313,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.280722892,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,2.785662651,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.422771084,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.077108434,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,2.70253012,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,2.956385542,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,5.458313253,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.362650602,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.348192771,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.39626506,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,5.019759036,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.199638554,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.394939759,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.330240964,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,1.71060241,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.866746988,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.430843373,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.744698795,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,5.337710843,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.663493976,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.094337349,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,2.90686747,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,5.14373494,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.109277108,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,2.948554217,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.108795181,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.387590361,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,2.487228916,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,2.332650602,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.921807229,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.632289157,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.431084337,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.463493976,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.825542169,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,3.470843373,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,4.205783133,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,2.544698795,2022-04-25,April
Hydrobia,SF114,13,1,D3,NA,5.125060241,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,5.441927711,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.778313253,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.284457831,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.046506024,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.227590361,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.390361446,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.264216867,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.587951807,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,2.918915663,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.290361446,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.179277108,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.728072289,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,2.771204819,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.296144578,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.084216867,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.123253012,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,2.889036145,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,1.963614458,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,2.505542169,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.328192771,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.067108434,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.013975904,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.772891566,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,2.789277108,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.055783133,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.58626506,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.355421687,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.52060241,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.921686747,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.955180723,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,2.767108434,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,2.992289157,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.270120482,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,2.211204819,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.140240964,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.762289157,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.174096386,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.884698795,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,2.51253012,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.568433735,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.541807229,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.332650602,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,2.706506024,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.415662651,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.664819277,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.124337349,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.217108434,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,4.19060241,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.833253012,2022-04-25,April
Hydrobia,SF114,14,1,D3,NA,3.31060241,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.635180723,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.666987952,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.354698795,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.451445783,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.75939759,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,4.137590361,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,4.109156627,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.243373494,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.533253012,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,4.336385542,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.582289157,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.72253012,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.35313253,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.482168675,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.301566265,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.038915663,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.48060241,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.592409639,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.206024096,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.130240964,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.51626506,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.532891566,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.193493976,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.697710843,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.227831325,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.554457831,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.144457831,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.056024096,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.650361446,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.421445783,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.596144578,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.06686747,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.659277108,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,4.090481928,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.068554217,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.672771084,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.551807229,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.158554217,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,5.563614458,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,5.485783133,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.956144578,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.559277108,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.540240964,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.865421687,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.797710843,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.986024096,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,4.701325301,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.788313253,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.376144578,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.847831325,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.38313253,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.379638554,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,2.486746988,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,4.958072289,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,5.142650602,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,4.006506024,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,1.900722892,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,4.619518072,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,5.204096386,2022-04-25,April
Hydrobia,SF114,15,1,D3,NA,3.494819277,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.204457831,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.84626506,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.738192771,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.324578313,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,4.793012048,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,2.968072289,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.501566265,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,4.388072289,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.68686747,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,4.17253012,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.283855422,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.127831325,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.858674699,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.740963855,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,4.314819277,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.764337349,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.418915663,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,4.602771084,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.31746988,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,2.839277108,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.670361446,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.627108434,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.488072289,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,4.856024096,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.821566265,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.976024096,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.807951807,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,4.55626506,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.48060241,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,4.187228916,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,2.76060241,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.543614458,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.712771084,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,4.119277108,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.872891566,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.241325301,2022-04-25,April
Hydrobia,SF114,16,1,D3,NA,3.337710843,2022-04-25,April
